Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,District,Price
900,57,1,1,0,1,0,0,1,Pinheiros,450000
800,80,3,2,1,2,0,0,1,Mandaqui,450000
190,49,2,2,1,1,0,0,0,Capao Redondo,190000
0,80,3,2,1,2,0,0,1,Mandaqui,490000
300,63,3,2,1,1,1,0,1,Vila Maria,375000
730,50,2,2,1,1,1,0,0,Perdizes,600000
450,57,2,2,1,1,1,0,1,Penha,290000
290,33,1,2,1,0,0,0,0,Bras,162900
0,67,2,2,1,1,1,0,0,Vila Madalena,650000
0,60,2,2,1,1,0,0,0,Ponte Rasa,220000
0,71,3,2,1,1,1,0,1,Santo Amaro,400000
250,50,2,2,1,1,0,0,0,Itaim Paulista,150000
0,34,1,2,1,1,0,0,1,Liberdade,200000
300,77,2,1,0,1,1,0,0,Mooca,270000
300,55,2,2,1,1,1,0,1,Itaquera,232999
350,52,2,2,1,1,0,0,0,Jardim Sao Luis,220000
0,37,2,1,0,1,1,0,0,Lajeado,144900
615,77,3,2,1,2,0,0,1,Vila Guilherme,530000
0,66,2,3,1,1,1,0,1,Morumbi,490000
260,51,2,1,0,1,0,0,0,Vila Curuca,199500
851,74,3,2,1,1,1,0,1,Anhanguera,480000
0,46,2,2,1,1,0,0,0,Vila Curuca,220000
560,60,2,1,0,1,0,0,0,Mandaqui,295000
350,69,2,2,1,1,1,0,1,Barra Funda,530000
640,85,3,2,1,1,0,0,1,Mooca,530000
200,41,2,2,1,1,1,0,1,Cachoeirinha,219900
273,52,2,1,0,1,1,0,1,Campo Limpo,260000
0,54,2,1,0,1,0,0,0,Vila Guilherme,315000
550,64,2,2,1,1,0,0,1,Casa Verde,405000
700,69,2,2,1,1,0,1,1,Liberdade,494000
518,53,2,1,0,1,0,0,0,Bela Vista,489000
570,51,2,1,0,1,0,0,1,Santana,345000
445,55,3,2,1,1,1,0,0,Raposo Tavares,240000
0,64,3,1,0,1,0,0,1,Itaquera,290000
475,58,2,2,1,1,0,0,0,Jaragua,400000
650,55,2,2,1,2,0,0,1,Ipiranga,480000
750,85,3,3,2,1,1,1,1,Mooca,660000
0,40,2,2,1,1,1,0,1,Jardim Helena,195000
1150,116,2,2,1,2,0,0,0,Jabaquara,650000
350,55,3,1,0,1,0,0,0,Cidade Lider,230000
370,52,2,2,1,1,0,0,0,Capao Redondo,225000
652,62,2,1,0,1,0,0,0,Campo Grande,350000
0,65,3,2,1,1,0,0,1,Penha,329000
600,58,2,2,1,1,1,0,0,Campo Grande,350000
85,46,2,1,0,1,0,0,0,Cidade Tiradentes,125000
0,40,2,2,1,1,0,0,0,Brasilandia,205800
0,62,2,2,1,1,0,0,1,Barra Funda,521859
480,105,2,2,1,1,1,0,1,Santo Amaro,515000
750,85,3,2,1,2,1,0,1,Mooca,690000
398,56,2,1,0,1,0,0,0,Sapopemba,335000
700,81,3,2,1,2,1,0,1,Tatuape,650000
450,42,1,2,1,1,1,0,1,Santa Cecilia,375000
500,73,3,2,1,2,1,0,1,Sao Domingos,600000
0,55,2,2,1,2,1,0,1,Mandaqui,325000
708,51,2,1,0,1,0,0,0,Cambuci,375000
660,55,2,2,1,1,1,0,0,Pirituba,280000
0,49,2,2,1,1,0,0,0,Sao Mateus,169000
250,56,2,1,0,1,0,0,0,Parque do Carmo,200000
580,77,3,2,1,2,1,1,1,Raposo Tavares,430000
200,49,2,2,1,1,0,0,0,Cidade Lider,225000
560,70,3,1,0,1,0,0,1,Cidade Ademar,309000
250,45,2,1,0,1,0,0,0,Itaim Paulista,135000
250,55,3,1,0,1,0,0,0,Aricanduva,310000
0,59,3,2,1,1,1,0,0,Vila Maria,362677
0,50,2,1,0,1,1,0,1,Ermelino Matarazzo,260000
200,48,2,2,1,1,0,0,0,Artur Alvim,160000
670,52,2,2,1,1,1,0,1,Cambuci,390000
650,80,2,2,0,0,1,0,0,Bom Retiro,650000
500,65,2,2,1,1,0,0,1,Casa Verde,520000
400,49,1,2,1,1,0,0,0,Brooklin,530000
700,40,1,1,0,1,0,0,0,Moema,425000
0,80,2,2,1,2,0,0,0,Belem,490000
500,70,3,2,1,1,1,0,1,Barra Funda,550000
80,48,2,2,1,1,0,0,0,Raposo Tavares,170000
685,164,3,1,0,1,0,0,0,Bom Retiro,400000
615,70,2,1,0,0,0,1,0,Itaim Bibi,690000
0,50,2,2,1,1,1,0,1,Lajeado,198500
0,38,2,2,1,1,0,0,0,Guaianazes,158000
200,34,2,2,1,1,1,0,0,Penha,169500
700,75,3,3,1,2,1,0,1,Morumbi,360000
380,48,2,2,1,1,1,1,1,Ponte Rasa,250000
370,46,2,2,1,1,1,0,0,Parque do Carmo,245000
200,48,2,1,0,1,0,0,0,Artur Alvim,180000
895,55,2,1,0,1,1,0,0,Santa Cecilia,570000
500,52,2,1,0,1,0,0,1,Carrao,340000
858,79,3,2,1,2,0,0,1,Vila Guilherme,590000
340,44,2,2,1,1,0,0,0,Cidade Lider,230000
0,98,2,1,0,0,0,0,0,Bom Retiro,430000
0,44,2,1,0,1,0,0,0,Ermelino Matarazzo,180000
150,38,2,1,0,1,0,0,0,Guaianazes,187000
525,64,2,1,0,1,0,0,0,Cidade Ademar,329000
240,41,2,2,1,1,1,0,1,Cachoeirinha,219000
400,71,2,2,1,1,1,0,1,Belem,480000
0,66,2,2,1,1,1,0,1,Butanta,680000
0,40,2,2,1,1,1,0,1,Jardim Helena,203000
390,52,2,2,1,1,1,0,1,Campo Limpo,270000
420,67,2,2,1,1,1,0,0,Tucuruvi,430000
250,55,2,1,0,1,0,0,0,Campo Limpo,205000
0,76,3,2,1,2,0,0,1,Casa Verde,580000
50,45,2,2,1,1,0,0,0,Artur Alvim,240000
0,65,2,2,1,1,0,0,0,Ermelino Matarazzo,270000
450,57,2,1,0,1,0,0,1,Bras,379000
300,60,2,2,1,1,0,0,0,Medeiros,210000
304,50,2,1,0,1,0,0,0,Cidade Lider,195000
100,48,2,2,1,1,1,0,0,Vila Jacui,235450
380,47,2,2,1,1,0,0,0,Ponte Rasa,266000
150,80,2,1,0,0,0,0,0,Perdizes,530000
0,77,3,2,1,1,0,0,0,Vila Sonia,483000
300,45,1,2,1,1,1,0,1,Bras,293500
800,47,1,1,0,1,0,0,1,Moema,440000
581,83,2,2,1,1,1,0,1,Barra Funda,580172
450,107,3,2,1,2,0,0,0,Cidade Ademar,660000
150,46,2,1,0,1,0,0,0,Guaianazes,165000
0,60,2,1,0,1,0,0,1,Cursino,375000
165,47,1,2,1,1,0,0,0,Grajau,190000
0,64,2,2,1,2,0,0,1,Casa Verde,450000
640,88,3,2,1,2,1,0,1,Jabaquara,576000
0,52,2,2,1,1,0,0,0,Jardim Sao Luis,240000
495,52,2,2,1,2,1,0,1,Penha,335000
510,68,2,2,1,1,1,0,1,Ipiranga,470000
0,50,2,1,0,1,0,0,0,Cidade Lider,244900
480,79,3,2,1,2,0,0,1,Vila Guilherme,660313
730,81,3,2,1,2,0,0,0,Vila Formosa,530000
370,65,2,2,1,1,0,1,0,Sao Lucas,370000
560,80,3,2,1,2,0,0,1,Vila Maria,530000
520,57,1,1,0,0,1,0,0,Republica,290000
380,58,2,1,0,1,1,0,0,Sao Lucas,275000
70,35,1,1,0,0,1,0,0,Artur Alvim,160000
550,72,3,2,1,1,0,0,0,Cangaiba,330000
412,38,1,1,0,1,1,0,1,Liberdade,489000
300,74,1,1,0,1,0,0,1,Bras,235000
800,68,2,2,1,1,0,0,1,Moema,670000
380,55,1,1,0,0,0,1,0,Liberdade,240000
400,70,2,2,1,1,0,0,1,Bom Retiro,461000
560,65,3,2,1,1,0,0,0,Jabaquara,360000
619,101,2,1,0,1,0,0,0,Bom Retiro,380000
580,75,3,2,1,2,0,0,1,Sao Lucas,450000
661,60,2,2,1,2,0,0,1,Vila Guilherme,410000
150,41,2,1,0,0,0,0,0,Campo Limpo,139900
80,57,2,2,1,1,0,0,0,Grajau,200000
580,74,3,2,1,2,1,0,1,Ponte Rasa,398000
0,67,3,1,0,1,1,0,1,Morumbi,567600
500,78,3,2,1,1,1,1,0,Cangaiba,310000
70,54,2,2,1,1,0,0,0,Vila Jacui,160000
400,64,3,2,1,1,1,0,1,Vila Prudente,350000
0,41,2,2,1,1,1,0,1,Cachoeirinha,215000
540,62,2,2,1,1,0,0,1,Cursino,380000
591,60,1,1,0,0,1,0,0,Bela Vista,350000
437,74,2,2,1,1,0,0,1,Cidade Ademar,680000
260,41,2,2,1,1,1,0,1,Itaquera,169900
600,52,2,2,1,1,1,0,1,Jabaquara,280000
0,59,3,3,1,2,1,0,1,Vila Maria,362700
0,41,2,2,1,1,1,0,1,Tucuruvi,250000
230,48,2,1,0,1,0,0,0,Artur Alvim,180000
350,45,2,2,1,1,1,1,1,Jardim Angela,250000
180,42,2,1,0,1,0,0,0,Cursino,180000
530,43,1,2,1,1,1,0,0,Santa Cecilia,300000
410,54,2,1,0,1,0,0,0,Ponte Rasa,210000
550,65,2,2,1,1,0,0,1,Sao Lucas,390000
0,37,2,2,1,1,0,0,0,Jardim Helena,175000
650,70,2,1,0,1,1,0,1,Mandaqui,420000
160,48,2,1,0,1,0,0,0,Artur Alvim,175000
0,50,2,1,0,1,0,0,0,Parque do Carmo,215000
0,40,2,2,1,1,1,0,1,Perus,199000
260,48,3,2,1,1,0,1,1,Itaim Paulista,190000
175,48,2,1,0,1,0,0,0,Guaianazes,129000
700,76,2,1,0,1,0,0,0,Barra Funda,420000
370,64,2,2,1,2,1,0,1,Sao Lucas,320000
200,48,2,2,1,1,0,0,0,Jardim Sao Luis,230000
500,74,3,3,1,2,1,0,1,Anhanguera,467000
350,47,2,1,0,1,0,0,0,Sao Mateus,200000
350,59,3,2,1,1,0,0,1,Vila Maria,373000
830,65,3,2,1,1,1,0,1,Vila Madalena,570000
300,30,1,2,1,1,0,0,0,Bras,220000
980,74,2,1,0,1,0,1,0,Moema,609000
245,48,2,1,0,1,0,0,1,Itaquera,170000
450,57,2,2,1,1,0,0,1,Cangaiba,448000
0,58,2,1,0,1,0,0,0,Bras,350000
0,50,2,2,1,1,0,0,0,Sao Mateus,219000
380,60,3,2,1,1,1,1,1,Jardim Angela,325000
755,87,3,1,0,1,0,0,1,Agua Rasa,660000
0,63,3,2,0,1,1,0,1,Vila Maria,251800
450,68,3,2,1,2,0,0,0,Carrao,415000
0,65,3,2,1,1,1,0,1,Socorro,251200
380,55,2,2,1,1,1,0,1,Bras,322000
180,41,2,1,0,0,1,0,0,Cambuci,186900
0,51,2,2,1,1,0,0,0,Socorro,98815
0,69,3,2,1,1,0,1,1,Vila Prudente,565000
720,60,2,2,1,1,0,0,1,Capao Redondo,270000
450,69,2,2,1,1,0,0,1,Bom Retiro,561000
170,45,2,1,0,1,0,0,0,Guaianazes,170000
400,56,2,2,1,1,0,0,1,Belem,319000
580,74,3,2,1,2,1,0,1,Ponte Rasa,436000
450,62,3,2,1,1,0,0,1,Pari,430000
0,152,4,2,1,3,1,0,1,Vila Prudente,665000
450,70,2,1,0,0,0,0,0,Bela Vista,495000
337,38,1,1,0,1,1,0,0,Se,250000
0,54,2,2,1,1,1,0,1,Santo Amaro,337310
200,39,2,2,1,1,1,0,0,Itaquera,169000
550,71,2,2,1,1,1,0,0,Republica,340000
0,98,3,2,1,2,0,0,0,Mandaqui,495000
0,96,3,2,1,1,0,0,1,Casa Verde,530000
100,45,2,1,0,1,0,0,0,Jacana,220000
0,48,2,1,0,1,0,0,0,Itaim Paulista,150000
350,56,2,2,1,1,0,0,1,Sapopemba,310000
250,42,2,2,1,1,1,0,1,Perus,215000
550,60,2,2,1,1,1,0,0,Bela Vista,550000
0,162,3,3,1,2,0,0,1,Jardim Sao Luis,645000
220,48,2,1,0,1,1,0,0,Bras,280000
556,92,3,3,1,2,0,0,1,Santo Amaro,673000
280,38,1,2,1,1,0,0,1,Liberdade,209622
1000,85,2,2,1,1,0,0,1,Pirituba,600000
400,39,1,2,1,1,1,0,1,Republica,426427
500,55,3,2,1,1,0,0,1,Liberdade,310000
0,61,3,2,0,2,1,0,1,Sao Mateus,252000
150,59,2,2,1,1,0,0,0,Freguesia do O,280000
0,44,2,2,1,1,1,0,1,Belem,209000
0,50,2,2,1,2,1,0,1,Mandaqui,321000
367,52,2,2,1,1,1,0,0,Freguesia do O,300000
500,46,1,1,0,0,0,0,0,Bela Vista,310000
550,74,3,3,2,2,1,0,1,Freguesia do O,449000
340,49,2,2,1,1,0,0,0,Vila Jacui,240000
240,47,2,2,1,1,1,1,1,Aricanduva,199990
1020,129,3,2,1,1,0,0,0,Bom Retiro,450000
0,58,2,2,1,1,1,0,1,Pirituba,320000
6,45,1,2,1,1,1,0,0,Vila Olimpia,590000
80,32,1,1,0,0,0,0,0,Artur Alvim,169900
100,45,2,2,1,1,0,0,0,Jacana,220000
225,47,2,2,1,1,0,0,0,Lajeado,165000
590,58,2,2,1,1,1,0,1,Bom Retiro,380000
0,60,2,2,1,1,1,0,1,Penha,390000
0,48,2,2,1,1,0,0,0,Penha,329000
0,248,3,2,1,2,0,0,1,Jacana,650000
0,72,2,2,1,1,0,0,0,Belem,375000
850,76,2,2,1,1,0,0,1,Campo Grande,490000
290,59,3,2,1,1,0,0,1,Belem,360000
600,35,1,2,1,1,1,0,0,Cachoeirinha,185000
0,43,2,1,0,1,1,0,0,Capao Redondo,202814
0,60,3,2,0,1,1,0,1,Tucuruvi,258600
254,140,3,2,1,1,0,0,0,Jardim Paulista,650000
0,37,2,2,1,1,1,1,0,Penha,185000
800,63,2,2,1,2,0,0,1,Brooklin,688000
550,65,2,2,1,1,0,0,1,Mooca,490245
0,53,2,1,0,1,0,0,0,Guaianazes,140000
300,60,3,2,1,1,0,0,1,Sao Lucas,321600
400,68,2,2,1,2,1,0,1,Carrao,485600
640,30,1,1,0,1,1,0,1,Santa Cecilia,250000
500,65,3,1,0,1,0,0,0,Tucuruvi,340000
380,118,3,2,1,2,0,0,0,Medeiros,410000
0,38,1,2,1,1,1,0,1,Belem,235000
302,46,2,2,1,1,1,1,0,Pedreira,300000
200,50,2,1,0,1,1,0,0,Aricanduva,250000
150,54,2,2,1,1,0,0,0,Medeiros,160000
0,129,3,3,1,1,1,0,0,Bom Retiro,390000
380,55,2,2,1,1,0,0,0,Brasilandia,237000
310,41,1,2,1,1,1,0,1,Bela Vista,513250
0,53,2,2,1,2,0,0,1,Cursino,377000
220,40,2,1,0,1,0,0,0,Campo Limpo,197000
400,50,2,1,0,1,0,0,0,Penha,212000
450,65,3,2,1,1,0,0,1,Vila Guilherme,458000
450,50,2,2,1,1,0,1,1,Morumbi,295000
0,45,2,1,0,1,0,0,0,Vila Prudente,315000
490,80,3,2,1,2,0,0,1,Vila Guilherme,485000
0,67,3,2,1,1,1,0,1,Jacana,359000
440,55,2,2,1,1,1,1,1,Limao,240000
180,34,2,2,1,1,1,0,0,Barra Funda,300000
0,54,2,2,1,1,0,0,0,Grajau,225000
310,47,1,2,1,1,1,0,0,Bela Vista,270000
570,57,2,2,1,1,1,0,1,Bom Retiro,400000
0,43,1,2,1,1,1,1,0,Vila Guilherme,275000
0,38,1,1,0,1,0,0,1,Cangaiba,200000
1729,70,2,2,0,1,1,1,0,Moema,700000
200,40,1,1,0,1,0,0,0,Jacana,150000
250,57,2,1,0,1,0,0,0,Sao Mateus,178000
0,165,3,2,1,1,0,0,0,Capao Redondo,427000
350,55,2,1,0,1,0,0,0,Vila Formosa,330000
0,45,2,2,1,1,1,0,1,Jacana,275000
350,48,2,1,0,1,0,0,1,Medeiros,235000
450,60,2,1,0,1,1,0,1,Casa Verde,325000
0,56,2,1,0,1,0,0,0,Ermelino Matarazzo,224000
434,50,2,1,0,1,0,0,0,Cidade Ademar,249000
520,87,2,1,0,1,1,0,0,Santa Cecilia,400000
750,86,3,2,1,1,1,0,0,Campo Belo,470000
340,43,1,2,1,1,0,0,0,Cambuci,200000
500,82,3,2,1,1,0,0,1,Penha,430000
757,100,2,2,1,1,1,0,0,Bom Retiro,400000
150,48,2,1,0,1,0,0,1,Guaianazes,215000
0,45,2,2,1,1,1,0,1,Perus,199000
104,50,2,1,0,1,0,0,0,Vila Jacui,190000
350,59,3,2,1,1,1,1,1,Vila Maria,365000
0,47,2,2,1,1,0,0,0,Jardim Angela,200000
230,55,3,2,1,1,0,0,0,Itaquera,190000
60,45,2,2,1,1,0,0,0,Artur Alvim,250000
780,55,2,2,1,2,0,0,1,Moema,660000
676,70,2,2,1,1,1,0,1,Ipiranga,645000
303,46,2,2,1,1,1,0,1,Campo Limpo,249000
0,53,2,2,1,1,1,1,1,Santo Amaro,338000
480,52,2,2,1,1,0,0,0,Cangaiba,300000
521,64,3,1,0,1,0,0,1,Jabaquara,425000
367,51,2,2,1,1,1,0,0,Freguesia do O,290000
1000,75,2,1,0,1,0,0,0,Brooklin,540000
550,73,3,2,1,2,0,0,1,Vila Guilherme,560000
330,35,1,2,1,1,0,0,0,Republica,189998
650,62,3,2,1,1,0,0,0,Vila Formosa,320000
0,57,3,1,0,1,1,1,0,Sao Lucas,320000
350,46,1,1,0,1,0,0,1,Bras,380000
413,50,2,2,1,1,1,0,1,Raposo Tavares,230000
0,91,3,2,1,1,1,0,0,Tucuruvi,350000
110,58,3,2,1,1,0,0,0,Guaianazes,143100
450,74,3,3,1,1,1,0,1,Butanta,653000
615,92,3,3,1,2,1,0,1,Santo Amaro,673000
528,52,2,1,0,0,0,0,0,Jabaquara,230000
940,57,2,2,1,1,1,0,1,Moema,550000
200,40,2,1,0,1,0,0,1,Vila Curuca,220000
350,58,2,2,1,1,0,0,0,Jardim Sao Luis,243000
300,41,2,1,0,1,0,0,0,Barra Funda,305000
200,38,2,1,0,0,0,0,0,Barra Funda,199000
812,50,1,2,1,1,0,1,1,Moema,500000
0,48,2,2,1,1,1,0,0,Pedreira,240000
0,41,2,2,1,1,1,0,1,Cachoeirinha,219000
0,33,1,1,0,0,0,0,0,Guaianazes,136990
0,74,2,2,1,1,0,0,1,Casa Verde,585000
403,49,2,2,1,1,0,1,0,Cursino,219000
0,59,2,2,1,1,0,0,1,Medeiros,250550
0,70,3,2,1,1,0,0,0,Vila Formosa,420000
0,35,1,1,0,1,0,0,0,Republica,344840
362,45,2,2,1,1,0,0,0,Parque do Carmo,215000
380,69,2,2,1,1,1,0,1,Barra Funda,500000
350,51,2,2,1,1,0,0,1,Cangaiba,295000
190,49,2,2,1,1,1,0,1,Vila Prudente,244900
450,65,2,2,1,2,0,1,1,Pari,570000
0,40,2,1,0,1,1,0,0,Vila Formosa,177000
350,52,2,1,0,1,0,0,0,Capao Redondo,215000
150,48,2,1,0,1,0,0,0,Artur Alvim,170000
0,40,2,2,1,1,1,0,0,Ponte Rasa,199000
803,63,2,1,0,1,0,0,0,Jabaquara,360000
405,48,1,1,0,0,1,0,0,Se,241000
420,60,3,1,0,1,0,1,0,Carrao,290000
100,47,2,2,1,1,1,0,0,Vila Jacui,205000
410,54,2,2,1,1,0,0,0,Ponte Rasa,210000
610,85,2,3,2,2,0,0,0,Pari,630000
0,50,2,1,0,1,0,0,0,Jacana,228000
750,67,3,2,1,1,0,0,0,Brooklin,640000
400,72,2,3,1,2,0,0,1,Agua Rasa,580000
290,48,2,1,0,1,0,1,1,Carrao,275000
430,45,2,1,0,1,0,0,1,Vila Prudente,264000
0,63,3,2,1,1,0,0,0,Agua Rasa,460000
0,49,2,1,0,1,0,0,0,Penha,165000
0,37,2,2,1,1,1,0,0,Perus,189000
0,50,2,2,1,1,0,0,0,Jacana,313500
550,78,3,2,1,2,1,0,1,Penha,610000
596,55,2,2,1,1,1,0,1,Aricanduva,380000
0,72,2,2,1,1,1,0,0,Mandaqui,550000
550,69,2,2,1,2,1,0,1,Mooca,441000
200,48,2,1,0,1,0,0,0,Artur Alvim,215000
50,50,2,1,0,1,0,0,0,Jacana,210000
550,65,2,2,1,1,1,0,0,Sao Domingos,430000
80,35,2,1,0,1,1,0,0,Penha,179900
0,44,1,1,0,1,0,0,1,Sao Mateus,250000
0,47,2,1,0,1,0,0,0,Sao Mateus,215000
1000,95,3,2,1,1,0,0,1,Casa Verde,550000
0,47,2,2,1,1,0,0,1,Parque do Carmo,199000
0,41,2,2,1,1,1,0,1,Vila Prudente,205000
0,53,2,2,1,1,0,0,0,Casa Verde,389900
350,56,2,2,1,1,0,0,0,Cidade Dutra,260000
0,73,3,2,1,2,0,1,1,Mandaqui,480000
554,84,3,2,1,2,0,0,1,Casa Verde,550000
460,76,2,2,1,1,1,0,1,Vila Formosa,532000
800,83,3,2,1,1,0,0,1,Barra Funda,700000
0,69,2,2,1,2,0,0,1,Mandaqui,460000
0,44,2,2,1,1,0,0,1,Butanta,205100
0,55,2,2,1,1,0,0,0,Belem,372500
380,50,2,2,1,1,1,0,1,Vila Sonia,384000
540,53,2,1,0,1,0,0,0,Liberdade,430000
350,50,2,2,1,1,1,0,1,Campo Grande,264990
0,64,2,2,1,1,1,0,1,Santana,453128
517,54,2,2,1,1,1,0,1,Sacoma,220000
200,37,3,2,1,1,1,0,0,Vila Matilde,189000
474,50,1,2,1,1,1,0,1,Liberdade,320000
500,59,2,2,1,1,1,0,1,Santa Cecilia,447000
220,67,3,2,1,2,1,0,1,Bom Retiro,480000
0,70,2,3,2,2,0,0,0,Vila Jacui,330000
360,50,2,2,1,1,1,0,1,Cambuci,410000
0,48,2,1,0,1,0,0,0,Cidade Lider,230000
970,93,3,1,0,1,0,0,0,Pinheiros,690000
0,38,2,2,1,1,0,0,0,Jose Bonifacio,185000
1400,128,3,2,1,3,1,0,1,Sao Miguel,520000
300,54,2,2,1,1,0,0,0,Mandaqui,310000
0,55,3,2,1,1,0,0,0,Liberdade,350000
623,71,3,2,1,2,0,0,0,Casa Verde,450000
0,50,2,2,1,1,1,1,1,Vila Guilherme,285000
330,30,1,2,1,1,0,0,1,Republica,240000
300,50,2,2,1,1,0,0,0,Grajau,250000
480,53,2,1,0,1,0,0,0,Vila Prudente,249000
0,50,2,2,1,1,0,0,0,Tremembe,350000
650,82,3,3,1,2,1,0,1,Tatuape,650000
0,50,2,2,1,1,0,0,0,Socorro,258000
480,51,2,2,1,1,1,0,1,Vila Curuca,250000
520,54,2,1,0,1,0,0,0,Campo Limpo,227000
0,51,3,2,1,1,0,0,0,Perus,264900
350,63,2,2,1,1,1,1,1,Vila Guilherme,340000
336,42,2,1,0,0,0,0,1,Sao Mateus,199000
0,49,2,1,0,1,0,0,0,Cursino,330000
200,46,2,1,0,1,0,0,0,Cangaiba,199900
0,44,2,2,1,1,0,0,0,Sao Mateus,245000
400,55,2,2,1,1,1,0,1,Cachoeirinha,339000
280,58,2,1,0,0,0,0,0,Bom Retiro,300000
220,37,2,2,1,1,1,0,1,Liberdade,189000
0,76,3,2,1,2,0,0,0,Sao Lucas,505000
300,48,2,2,1,1,0,0,0,Parque do Carmo,240000
0,78,3,2,1,1,0,0,1,Pari,620000
240,31,1,2,1,1,1,0,0,Barra Funda,194900
350,52,2,2,1,1,1,0,1,Vila Prudente,333000
1500,130,3,3,1,2,0,1,1,Morumbi,650000
358,55,1,1,0,0,0,1,0,Liberdade,240000
450,54,2,2,1,1,0,1,0,Vila Matilde,299000
250,35,1,2,1,1,0,0,1,Consolacao,390000
750,70,3,2,0,1,0,0,1,Casa Verde,325000
475,74,3,3,2,2,1,0,1,Vila Prudente,628000
280,59,2,2,1,1,0,0,1,Cambuci,380657
550,69,2,2,1,2,1,0,1,Vila Leopoldina,655500
350,69,2,2,1,1,1,0,1,Barra Funda,498000
90,35,1,1,0,1,0,0,0,Jose Bonifacio,135000
600,41,1,2,1,1,1,0,1,Consolacao,486000
570,45,1,1,0,1,0,0,0,Pinheiros,430000
459,66,2,2,1,2,0,0,0,Casa Verde,350000
351,45,2,1,0,1,0,0,0,Vila Matilde,256000
580,82,3,2,1,2,1,0,1,Vila Sonia,509000
0,35,2,1,0,0,1,0,0,Cidade Lider,159000
0,45,2,2,1,1,0,0,0,Jardim Sao Luis,145000
483,47,2,2,1,1,1,0,1,Socorro,318000
400,53,2,2,1,1,1,1,0,Belem,299900
610,59,2,2,1,1,0,0,1,Cambuci,470000
0,52,2,2,1,1,0,0,0,Guaianazes,130000
500,50,2,1,0,1,0,0,1,Bom Retiro,381000
0,40,1,1,0,1,0,0,1,Vila Matilde,249000
0,45,2,1,0,1,0,0,0,Jacana,266045
503,66,3,2,1,1,1,0,0,Cangaiba,300000
0,92,3,2,1,2,0,0,0,Santo Amaro,674000
500,70,2,1,0,0,0,0,0,Bom Retiro,350000
290,50,2,2,1,1,0,0,0,Campo Grande,290000
350,65,3,2,1,1,0,1,0,Sapopemba,260000
390,67,3,2,1,1,0,0,1,Jacana,365000
220,42,2,2,1,1,1,0,1,Freguesia do O,250100
500,70,3,2,1,1,1,0,1,Barra Funda,550000
520,76,3,2,1,2,0,0,1,Cursino,640000
320,55,2,2,1,1,1,0,1,Casa Verde,409000
560,46,2,2,1,1,1,0,1,Sao Domingos,300000
0,48,2,1,0,1,1,0,0,Jardim Angela,230000
930,96,3,2,1,1,0,0,1,Casa Verde,530000
0,42,2,2,1,1,1,0,0,Cambuci,193900
0,68,2,2,1,2,0,0,1,Santo Amaro,592077
530,50,2,2,1,1,1,0,1,Cangaiba,275000
350,50,2,2,1,1,0,0,0,Vila Curuca,235000
480,60,2,1,0,1,0,0,0,Tremembe,310000
0,55,2,2,1,1,1,0,1,Vila Curuca,250000
1100,62,1,2,0,1,1,0,0,Perdizes,380000
0,41,1,2,1,1,0,0,0,Jabaquara,490000
388,49,2,2,1,1,1,0,1,Ipiranga,320000
0,65,2,2,1,1,0,0,1,Brooklin,592617
500,48,2,1,0,0,0,0,0,Republica,415000
220,47,2,1,0,1,0,0,0,Itaquera,200000
0,50,2,2,1,1,0,0,0,Sao Rafael,201400
390,45,2,2,1,1,0,0,0,Jose Bonifacio,206000
440,60,3,2,1,1,0,0,0,Jardim Angela,334000
120,32,1,2,1,1,1,0,0,Vila Prudente,172000
1000,119,4,3,1,2,1,0,1,Carrao,679000
474,60,3,2,1,1,1,0,1,Ponte Rasa,365000
1554,233,4,1,0,1,0,0,0,Bom Retiro,550000
550,80,3,3,2,2,0,0,1,Tatuape,640000
0,30,1,2,1,1,0,0,0,Campo Grande,155000
450,65,3,2,1,1,0,0,0,Bras,379000
659,60,3,2,1,1,1,0,1,Limao,430000
275,46,2,2,1,1,1,0,0,Campo Limpo,209900
1,67,2,2,1,1,0,0,0,Jaragua,401002
420,47,2,1,0,1,0,0,1,Campo Grande,290000
0,64,2,2,1,1,1,1,1,Vila Prudente,350000
0,52,2,1,0,1,0,0,0,Agua Rasa,320000
650,85,2,2,1,1,0,0,0,Santa Cecilia,510000
270,54,2,2,1,1,0,0,0,Lajeado,150000
0,50,1,1,0,1,1,0,0,Aricanduva,220000
260,51,2,1,0,1,0,0,0,Vila Curuca,204000
600,42,1,2,1,2,1,0,1,Santana,450000
418,50,2,2,1,1,0,0,0,Cangaiba,242000
900,94,3,2,1,2,0,0,1,Casa Verde,630000
454,70,3,2,1,1,0,0,1,Barra Funda,620000
713,79,3,2,1,2,1,0,1,Vila Matilde,499999
890,84,3,2,1,2,0,0,0,Vila Formosa,500000
360,50,2,1,0,1,1,0,1,Campo Limpo,244000
290,54,2,2,1,1,0,0,1,Jacana,249900
0,37,1,2,1,1,0,0,0,Artur Alvim,169000
300,49,2,1,0,1,0,0,1,Jacana,313500
709,74,3,2,1,1,0,0,0,Santana,455000
200,47,2,2,1,1,1,0,1,Vila Curuca,245000
480,49,2,2,1,1,1,0,1,Casa Verde,265000
400,68,3,2,1,1,0,0,1,Bras,400000
260,44,2,2,1,1,0,0,0,Vila Curuca,243000
0,47,2,1,0,1,0,1,1,Agua Rasa,304000
